pattern,seqID,syll_1,syll_2,syll_3,syll_4,syll_5,syll_6,position
A3B3A2B2A1B1,seq_0075,A3_e_g.wav,B3_o_k.wav,A2_i_d.wav,A1_i_b.wav,A1_e_b.wav,B1_o_p.wav,-3
A2B2A1B1A3B3,seq_0076,A2_e_d.wav,B2_o_t.wav,A1_i_b.wav,B1_u_p.wav,B3_o_k.wav,B3_u_k.wav,-2
A2B2A1B1A3B3,seq_0077,A2_e_d.wav,B2_o_t.wav,A1_i_b.wav,B1_u_p.wav,A3_e_g.wav,A2_i_d.wav,-1
A1B1A3B3A2B2,seq_0078,A1_i_b.wav,B1_o_p.wav,A3_e_g.wav,B3_u_k.wav,B1_o_p.wav,B2_u_t.wav,-2
A3B3A2B2A1B1,seq_0079,A3_e_g.wav,B3_o_k.wav,A2_e_d.wav,B2_u_t.wav,B1_u_p.wav,B1_u_p.wav,-2
A3B3A1B1A2B2,seq_0080,A3_i_g.wav,B3_o_k.wav,A1_e_b.wav,B1_o_p.wav,A2_i_d.wav,A1_i_b.wav,-1
A2B2A1B1A3B3,seq_0081,A2_i_d.wav,B2_u_t.wav,A1_e_b.wav,B1_o_p.wav,A3_e_g.wav,A3_i_g.wav,-1
A2B2A3B3A1B1,seq_0082,A2_i_d.wav,B2_u_t.wav,A3_e_g.wav,B3_u_k.wav,B3_u_k.wav,B1_o_p.wav,-2
A2B2A3B3A1B1,seq_0083,A2_i_d.wav,B2_o_t.wav,A3_e_g.wav,B3_u_k.wav,B3_u_k.wav,B1_o_p.wav,-2
A3B3A1B1A2B2,seq_0084,A3_i_g.wav,B3_u_k.wav,A1_e_b.wav,B1_o_p.wav,B3_u_k.wav,B2_o_t.wav,-2
A1B1A3B3A2B2,seq_0085,A1_i_b.wav,B1_u_p.wav,A3_e_g.wav,B3_o_k.wav,B2_u_t.wav,B2_u_t.wav,-2
A3B3A2B2A1B1,seq_0086,A3_e_g.wav,B3_o_k.wav,A2_i_d.wav,A1_e_b.wav,A1_i_b.wav,B1_o_p.wav,-3
A2B2A3B3A1B1,seq_0087,A2_i_d.wav,B2_o_t.wav,A3_i_g.wav,B3_u_k.wav,B1_o_p.wav,B1_o_p.wav,-2
A1B1A3B3A2B2,seq_0088,A1_e_b.wav,B1_u_p.wav,A3_i_g.wav,A1_i_b.wav,A2_e_d.wav,B2_o_t.wav,-3
A1B1A2B2A3B3,seq_0089,A1_i_b.wav,B1_o_p.wav,A2_e_d.wav,B2_u_t.wav,B3_u_k.wav,B3_u_k.wav,-2
A2B2A1B1A3B3,seq_0090,A2_e_d.wav,B2_o_t.wav,A1_i_b.wav,A1_i_b.wav,A3_e_g.wav,B3_u_k.wav,-3
A3B3A1B1A2B2,seq_0091,A3_e_g.wav,B3_u_k.wav,A1_e_b.wav,A2_e_d.wav,A2_e_d.wav,B2_u_t.wav,-3
A2B2A1B1A3B3,seq_0092,A2_i_d.wav,B2_o_t.wav,A1_e_b.wav,B1_u_p.wav,B1_o_p.wav,B3_u_k.wav,-2
A1B1A2B2A3B3,seq_0093,A1_i_b.wav,B1_u_p.wav,A2_e_d.wav,B2_u_t.wav,B1_o_p.wav,B3_u_k.wav,-2
A1B1A3B3A2B2,seq_0094,A1_i_b.wav,B1_o_p.wav,A3_i_g.wav,B3_o_k.wav,A2_i_d.wav,A2_e_d.wav,-1
A3B3A2B2A1B1,seq_0095,A3_e_g.wav,B3_o_k.wav,A2_e_d.wav,B2_u_t.wav,A1_e_b.wav,A2_e_d.wav,-1
A1B1A3B3A2B2,seq_0096,A1_i_b.wav,B1_o_p.wav,A3_i_g.wav,A3_i_g.wav,A2_e_d.wav,B2_u_t.wav,-3
A1B1A3B3A2B2,seq_0097,A1_i_b.wav,B1_u_p.wav,A3_e_g.wav,B3_o_k.wav,B2_u_t.wav,B2_u_t.wav,-2
A1B1A3B3A2B2,seq_0098,A1_e_b.wav,B1_o_p.wav,A3_e_g.wav,B3_u_k.wav,B1_o_p.wav,B2_u_t.wav,-2
A3B3A2B2A1B1,seq_0099,A3_i_g.wav,B3_u_k.wav,A2_i_d.wav,B2_o_t.wav,B2_o_t.wav,B1_u_p.wav,-2
