pattern,seqID,syll_1,syll_2,syll_3,syll_4,syll_5,syll_6,position
A3A2A1B1B2B3,seq_0017,A3_e_g.wav,A2_i_d.wav,A1_e_b.wav,A1_i_b.wav,B2_u_t.wav,B3_o_k.wav,-3
A1A2A3B3B2B1,seq_0018,A1_e_b.wav,A2_e_d.wav,A3_i_g.wav,A3_i_g.wav,B2_o_t.wav,B1_u_p.wav,-3
A2A3A1B1B3B2,seq_0019,A2_e_d.wav,A3_e_g.wav,A1_e_b.wav,A1_e_b.wav,B3_u_k.wav,B2_u_t.wav,-3
A1A2A3B3B2B1,seq_0020,A1_e_b.wav,A2_e_d.wav,A3_e_g.wav,A3_e_g.wav,B2_u_t.wav,B1_u_p.wav,-3
A3A1A2B2B1B3,seq_0021,A3_i_g.wav,A1_i_b.wav,A2_e_d.wav,A2_i_d.wav,B1_u_p.wav,B3_u_k.wav,-3
A2A3A1B1B3B2,seq_0022,A2_i_d.wav,A3_i_g.wav,A1_i_b.wav,A2_i_d.wav,B3_o_k.wav,B2_u_t.wav,-3
A1A3A2B2B3B1,seq_0023,A1_i_b.wav,A3_e_g.wav,A2_i_d.wav,A2_e_d.wav,B3_o_k.wav,B1_u_p.wav,-3
A3A1A2B2B1B3,seq_0024,A3_i_g.wav,A1_e_b.wav,A2_e_d.wav,A2_i_d.wav,B1_o_p.wav,B3_u_k.wav,-3
A1A2A3B3B2B1,seq_0025,A1_e_b.wav,A2_e_d.wav,A3_i_g.wav,A2_i_d.wav,B2_o_t.wav,B1_o_p.wav,-3
A3A2A1B1B2B3,seq_0026,A3_i_g.wav,A2_i_d.wav,A1_e_b.wav,A1_e_b.wav,B2_o_t.wav,B3_o_k.wav,-3
A3A1A2B2B1B3,seq_0027,A3_e_g.wav,A1_e_b.wav,A2_e_d.wav,A3_e_g.wav,B1_u_p.wav,B3_u_k.wav,-3
A1A2A3B3B2B1,seq_0028,A1_e_b.wav,A2_i_d.wav,A3_i_g.wav,A1_i_b.wav,B2_u_t.wav,B1_o_p.wav,-3
A2A3A1B1B3B2,seq_0029,A2_e_d.wav,A3_e_g.wav,A1_e_b.wav,A1_i_b.wav,B3_o_k.wav,B2_o_t.wav,-3
A2A1A3B3B1B2,seq_0030,A2_e_d.wav,A1_i_b.wav,A3_e_g.wav,A2_e_d.wav,B1_u_p.wav,B2_u_t.wav,-3
A1A3A2B2B3B1,seq_0031,A1_e_b.wav,A3_e_g.wav,A2_i_d.wav,A2_i_d.wav,B3_o_k.wav,B1_u_p.wav,-3
A1A2A3B3B2B1,seq_0032,A1_i_b.wav,A2_i_d.wav,A3_i_g.wav,A1_i_b.wav,B2_u_t.wav,B1_o_p.wav,-3
A1A2A3B3B2B1,seq_0033,A1_i_b.wav,A2_e_d.wav,A3_e_g.wav,A3_i_g.wav,B2_o_t.wav,B1_o_p.wav,-3
A2A1A3B3B1B2,seq_0034,A2_i_d.wav,A1_i_b.wav,A3_e_g.wav,A2_e_d.wav,B1_u_p.wav,B2_u_t.wav,-3
A2A1A3B3B1B2,seq_0035,A2_i_d.wav,A1_e_b.wav,A3_e_g.wav,A1_i_b.wav,B1_o_p.wav,B2_u_t.wav,-3
A3A1A2B2B1B3,seq_0036,A3_i_g.wav,A1_i_b.wav,A2_i_d.wav,A2_i_d.wav,B1_o_p.wav,B3_u_k.wav,-3
A1A3A2B2B3B1,seq_0037,A1_e_b.wav,A3_e_g.wav,A2_e_d.wav,A3_i_g.wav,B3_u_k.wav,B1_o_p.wav,-3
A1A3A2B2B3B1,seq_0038,A1_i_b.wav,A3_e_g.wav,A2_i_d.wav,A1_i_b.wav,B3_u_k.wav,B1_u_p.wav,-3
A1A2A3B3B2B1,seq_0039,A1_i_b.wav,A2_i_d.wav,A3_e_g.wav,A2_e_d.wav,B2_u_t.wav,B1_u_p.wav,-3
A2A1A3B3B1B2,seq_0040,A2_i_d.wav,A1_e_b.wav,A3_e_g.wav,A3_i_g.wav,B1_u_p.wav,B2_u_t.wav,-3
A1A3A2B2B3B1,seq_0041,A1_e_b.wav,A3_e_g.wav,A2_e_d.wav,A2_e_d.wav,B3_o_k.wav,B1_u_p.wav,-3
A2A3A1B1B3B2,seq_0042,A2_i_d.wav,A3_i_g.wav,A1_e_b.wav,A2_i_d.wav,B3_o_k.wav,B2_u_t.wav,-3
A1A3A2B2B3B1,seq_0043,A1_i_b.wav,A3_i_g.wav,A2_i_d.wav,A2_i_d.wav,B3_u_k.wav,B1_o_p.wav,-3
A1A2A3B3B2B1,seq_0044,A1_e_b.wav,A2_i_d.wav,A3_e_g.wav,A1_i_b.wav,B2_u_t.wav,B1_o_p.wav,-3
A3A2A1B1B2B3,seq_0045,A3_e_g.wav,A2_i_d.wav,A1_e_b.wav,A1_e_b.wav,B2_o_t.wav,B3_u_k.wav,-3
A1A3A2B2B3B1,seq_0046,A1_e_b.wav,A3_e_g.wav,A2_i_d.wav,A2_i_d.wav,B3_u_k.wav,B1_o_p.wav,-3
A3A1A2B2B1B3,seq_0047,A3_e_g.wav,A1_i_b.wav,A2_i_d.wav,A1_e_b.wav,B1_u_p.wav,B3_o_k.wav,-3
A2A1A3B3B1B2,seq_0048,A2_i_d.wav,A1_e_b.wav,A3_i_g.wav,A2_e_d.wav,B1_u_p.wav,B2_o_t.wav,-3
A3A2A1B1B2B3,seq_0049,A3_e_g.wav,A2_e_d.wav,A1_i_b.wav,A3_e_g.wav,B2_o_t.wav,B3_u_k.wav,-3
A1A2A3B3B2B1,seq_0050,A1_e_b.wav,A2_e_d.wav,A3_i_g.wav,A1_i_b.wav,B2_u_t.wav,B1_u_p.wav,-3
A1A2A3B3B2B1,seq_0051,A1_e_b.wav,A2_i_d.wav,A3_i_g.wav,A3_i_g.wav,B2_u_t.wav,B1_u_p.wav,-3
A2A1A3B3B1B2,seq_0052,A2_i_d.wav,A1_i_b.wav,A3_e_g.wav,A3_i_g.wav,B1_o_p.wav,B2_u_t.wav,-3
A2A1A3B3B1B2,seq_0053,A2_e_d.wav,A1_e_b.wav,A3_i_g.wav,A2_e_d.wav,B1_o_p.wav,B2_u_t.wav,-3
A2A1A3B3B1B2,seq_0054,A2_e_d.wav,A1_i_b.wav,A3_i_g.wav,A2_i_d.wav,B1_u_p.wav,B2_o_t.wav,-3
A3A2A1B1B2B3,seq_0055,A3_e_g.wav,A2_i_d.wav,A1_i_b.wav,A3_e_g.wav,B2_o_t.wav,B3_o_k.wav,-3
A2A1A3B3B1B2,seq_0056,A2_i_d.wav,A1_i_b.wav,A3_i_g.wav,A3_e_g.wav,B1_u_p.wav,B2_u_t.wav,-3
A2A1A3B3B1B2,seq_0057,A2_i_d.wav,A1_e_b.wav,A3_e_g.wav,A2_i_d.wav,B1_u_p.wav,B2_u_t.wav,-3
A1A2A3B3B2B1,seq_0058,A1_i_b.wav,A2_e_d.wav,A3_e_g.wav,A1_i_b.wav,B2_o_t.wav,B1_u_p.wav,-3
A1A2A3B3B2B1,seq_0059,A1_i_b.wav,A2_e_d.wav,A3_i_g.wav,A1_e_b.wav,B2_o_t.wav,B1_u_p.wav,-3
A3A1A2B2B1B3,seq_0060,A3_i_g.wav,A1_e_b.wav,A2_e_d.wav,A2_e_d.wav,B1_o_p.wav,B3_o_k.wav,-3
A1A3A2B2B3B1,seq_0061,A1_i_b.wav,A3_i_g.wav,A2_e_d.wav,A3_e_g.wav,B3_u_k.wav,B1_u_p.wav,-3
A3A2A1B1B2B3,seq_0062,A3_i_g.wav,A2_i_d.wav,A1_i_b.wav,A3_i_g.wav,B2_o_t.wav,B3_o_k.wav,-3
A1A2A3B3B2B1,seq_0063,A1_i_b.wav,A2_e_d.wav,A3_e_g.wav,A1_i_b.wav,B2_o_t.wav,B1_u_p.wav,-3
A3A2A1B1B2B3,seq_0064,A3_i_g.wav,A2_e_d.wav,A1_e_b.wav,A2_e_d.wav,B2_u_t.wav,B3_o_k.wav,-3
A3A1A2B2B1B3,seq_0065,A3_e_g.wav,A1_e_b.wav,A2_i_d.wav,A1_e_b.wav,B1_o_p.wav,B3_o_k.wav,-3
A1A3A2B2B3B1,seq_0066,A1_i_b.wav,A3_e_g.wav,A2_i_d.wav,A2_e_d.wav,B3_u_k.wav,B1_u_p.wav,-3
A1A3A2B2B3B1,seq_0067,A1_e_b.wav,A3_i_g.wav,A2_i_d.wav,A2_i_d.wav,B3_o_k.wav,B1_o_p.wav,-3
A3A1A2B2B1B3,seq_0068,A3_i_g.wav,A1_e_b.wav,A2_e_d.wav,A2_i_d.wav,B1_u_p.wav,B3_o_k.wav,-3
A2A1A3B3B1B2,seq_0069,A2_e_d.wav,A1_e_b.wav,A3_e_g.wav,A3_i_g.wav,B1_u_p.wav,B2_u_t.wav,-3
A3A2A1B1B2B3,seq_0070,A3_i_g.wav,A2_i_d.wav,A1_e_b.wav,A2_e_d.wav,B2_u_t.wav,B3_u_k.wav,-3
A1A3A2B2B3B1,seq_0071,A1_e_b.wav,A3_e_g.wav,A2_i_d.wav,A2_i_d.wav,B3_u_k.wav,B1_u_p.wav,-3
A3A1A2B2B1B3,seq_0072,A3_e_g.wav,A1_i_b.wav,A2_e_d.wav,A2_e_d.wav,B1_u_p.wav,B3_o_k.wav,-3
A2A1A3B3B1B2,seq_0073,A2_i_d.wav,A1_e_b.wav,A3_i_g.wav,A2_i_d.wav,B1_o_p.wav,B2_o_t.wav,-3
A1A3A2B2B3B1,seq_0074,A1_e_b.wav,A3_e_g.wav,A2_e_d.wav,A1_e_b.wav,B3_u_k.wav,B1_o_p.wav,-3
A2A1A3B3B1B2,seq_0075,A2_e_d.wav,A1_i_b.wav,A3_i_g.wav,A3_i_g.wav,B1_o_p.wav,B2_o_t.wav,-3
A1A2A3B3B2B1,seq_0076,A1_i_b.wav,A2_i_d.wav,A3_e_g.wav,A1_e_b.wav,B2_u_t.wav,B1_o_p.wav,-3
A3A2A1B1B2B3,seq_0077,A3_e_g.wav,A2_i_d.wav,A1_i_b.wav,A3_i_g.wav,B2_u_t.wav,B3_u_k.wav,-3
A1A3A2B2B3B1,seq_0078,A1_e_b.wav,A3_i_g.wav,A2_i_d.wav,A2_i_d.wav,B3_u_k.wav,B1_o_p.wav,-3
A3A2A1B1B2B3,seq_0079,A3_i_g.wav,A2_i_d.wav,A1_i_b.wav,A1_i_b.wav,B2_u_t.wav,B3_u_k.wav,-3
A1A3A2B2B3B1,seq_0080,A1_i_b.wav,A3_i_g.wav,A2_e_d.wav,A1_e_b.wav,B3_o_k.wav,B1_o_p.wav,-3
A3A2A1B1B2B3,seq_0081,A3_e_g.wav,A2_i_d.wav,A1_e_b.wav,A1_e_b.wav,B2_u_t.wav,B3_u_k.wav,-3
A2A3A1B1B3B2,seq_0082,A2_i_d.wav,A3_i_g.wav,A1_e_b.wav,A1_e_b.wav,B3_o_k.wav,B2_o_t.wav,-3
A2A1A3B3B1B2,seq_0083,A2_e_d.wav,A1_i_b.wav,A3_e_g.wav,A3_e_g.wav,B1_u_p.wav,B2_u_t.wav,-3
A3A1A2B2B1B3,seq_0084,A3_i_g.wav,A1_e_b.wav,A2_i_d.wav,A1_e_b.wav,B1_o_p.wav,B3_u_k.wav,-3
A1A3A2B2B3B1,seq_0085,A1_i_b.wav,A3_i_g.wav,A2_e_d.wav,A3_e_g.wav,B3_u_k.wav,B1_o_p.wav,-3
A2A1A3B3B1B2,seq_0086,A2_e_d.wav,A1_e_b.wav,A3_i_g.wav,A1_i_b.wav,B1_o_p.wav,B2_o_t.wav,-3
A2A1A3B3B1B2,seq_0087,A2_e_d.wav,A1_i_b.wav,A3_e_g.wav,A3_e_g.wav,B1_o_p.wav,B2_o_t.wav,-3
A1A2A3B3B2B1,seq_0088,A1_i_b.wav,A2_i_d.wav,A3_e_g.wav,A3_i_g.wav,B2_o_t.wav,B1_o_p.wav,-3
A3A1A2B2B1B3,seq_0089,A3_i_g.wav,A1_e_b.wav,A2_e_d.wav,A1_e_b.wav,B1_o_p.wav,B3_o_k.wav,-3
A3A2A1B1B2B3,seq_0090,A3_e_g.wav,A2_e_d.wav,A1_i_b.wav,A2_e_d.wav,B2_u_t.wav,B3_o_k.wav,-3
A1A3A2B2B3B1,seq_0091,A1_i_b.wav,A3_e_g.wav,A2_e_d.wav,A3_i_g.wav,B3_u_k.wav,B1_o_p.wav,-3
A3A1A2B2B1B3,seq_0092,A3_e_g.wav,A1_e_b.wav,A2_e_d.wav,A2_i_d.wav,B1_u_p.wav,B3_o_k.wav,-3
A3A1A2B2B1B3,seq_0093,A3_i_g.wav,A1_i_b.wav,A2_i_d.wav,A1_e_b.wav,B1_u_p.wav,B3_u_k.wav,-3
A2A3A1B1B3B2,seq_0094,A2_e_d.wav,A3_e_g.wav,A1_i_b.wav,A2_e_d.wav,B3_u_k.wav,B2_o_t.wav,-3
A2A1A3B3B1B2,seq_0095,A2_i_d.wav,A1_i_b.wav,A3_e_g.wav,A2_e_d.wav,B1_u_p.wav,B2_o_t.wav,-3
A1A2A3B3B2B1,seq_0096,A1_i_b.wav,A2_e_d.wav,A3_e_g.wav,A2_e_d.wav,B2_u_t.wav,B1_o_p.wav,-3
A1A2A3B3B2B1,seq_0097,A1_i_b.wav,A2_e_d.wav,A3_i_g.wav,A2_i_d.wav,B2_u_t.wav,B1_o_p.wav,-3
A1A2A3B3B2B1,seq_0098,A1_i_b.wav,A2_e_d.wav,A3_i_g.wav,A2_e_d.wav,B2_u_t.wav,B1_u_p.wav,-3
A1A2A3B3B2B1,seq_0099,A1_i_b.wav,A2_e_d.wav,A3_i_g.wav,A2_i_d.wav,B2_u_t.wav,B1_u_p.wav,-3
